"","Reporter","Partner","Trade_Value__US__","Netweight__kg_","Reporter_ISO","Partner_ISO","Commodity","Year"
"5278","Qatar:QAT","Yemen:YEM",474,400,"QAT","YEM","Coffee, not roasted, not decaffeinated",2005
"5279","Qatar:QAT","United Arab Emirates:ARE",2857,800,"QAT","ARE","Coffee, not roasted, decaffeinated",2005
"5280","Rep. of Korea:KOR","Bahrain:BHR",467,21,"KOR","BHR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5281","Rep. of Korea:KOR","Canada:CAN",11,2,"KOR","CAN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5282","Rep. of Korea:KOR","China:CHN",161100,15961,"KOR","CHN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5283","Rep. of Korea:KOR","China, Hong Kong SAR:HKG",45817,6438,"KOR","HKG","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5284","Rep. of Korea:KOR","Indonesia:IDN",25704,7560,"KOR","IDN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5285","Rep. of Korea:KOR","Japan:JPN",320470,96810,"KOR","JPN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5286","Rep. of Korea:KOR","Kazakhstan:KAZ",31051,1267,"KOR","KAZ","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5287","Rep. of Korea:KOR","Kyrgyzstan:KGZ",5490,1000,"KOR","KGZ","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5288","Rep. of Korea:KOR","China, Macao SAR:MAC",7080,342,"KOR","MAC","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5289","Rep. of Korea:KOR","Malaysia:MYS",3939,460,"KOR","MYS","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5290","Rep. of Korea:KOR","Singapore:SGP",2604,301,"KOR","SGP","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5291","Rep. of Korea:KOR","Switzerland:CHE",194049,4140,"KOR","CHE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5292","Rep. of Korea:KOR","Thailand:THA",6034,686,"KOR","THA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5293","Rep. of Korea:KOR","USA:USA",1504,137,"KOR","USA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5294","Rep. of Korea:KOR","Other Asia, nes:",72760,28050,"KOR","","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"5295","Rep. of Korea:KOR","Canada:CAN",3451,2007,"KOR","CAN","Coffee, not roasted, not decaffeinated",2010
"5296","Rep. of Korea:KOR","Germany:DEU",85600,18195,"KOR","DEU","Coffee, not roasted, not decaffeinated",2010
"5297","Rep. of Korea:KOR","Guatemala:GTM",138,2,"KOR","GTM","Coffee, not roasted, not decaffeinated",2010
"5298","Rep. of Korea:KOR","China, Hong Kong SAR:HKG",249947,76199,"KOR","HKG","Coffee, not roasted, not decaffeinated",2010
"5299","Rep. of Korea:KOR","Ireland:IRL",357,40,"KOR","IRL","Coffee, not roasted, not decaffeinated",2010
"5300","Rep. of Korea:KOR","Japan:JPN",10632892,3496628,"KOR","JPN","Coffee, not roasted, not decaffeinated",2010
"5301","Rep. of Korea:KOR","Other Asia, nes:",182437,53169,"KOR","","Coffee, not roasted, not decaffeinated",2010
"5302","Rep. of Korea:KOR","China:CHN",5522,2600,"KOR","CHN","Coffee, not roasted, not decaffeinated",2005
"5303","Rep. of Korea:KOR","Libya:LBY",5134,3650,"KOR","LBY","Coffee, not roasted, not decaffeinated",2005
"5304","Rep. of Korea:KOR","China:CHN",2997,400,"KOR","CHN","Coffee, not roasted, decaffeinated",2005
"5305","Rep. of Moldova:MDA","Latvia:LVA",86608,8909,"MDA","LVA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5306","Rep. of Moldova:MDA","Russian Federation:RUS",153758,16109,"MDA","RUS","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5307","Romania:ROU","Bulgaria:BGR",13,2,"ROU","BGR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5308","Romania:ROU","Croatia:HRV",6,1,"ROU","HRV","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5309","Romania:ROU","Czechia:CZE",72431,2475,"ROU","CZE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5310","Romania:ROU","France:FRA",3002,508,"ROU","FRA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5311","Romania:ROU","Hungary:HUN",10312,489,"ROU","HUN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5312","Romania:ROU","Italy:ITA",388,819,"ROU","ITA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5313","Romania:ROU","Spain:ESP",240,30,"ROU","ESP","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"5314","Romania:ROU","Bulgaria:BGR",60601,10757,"ROU","BGR","Coffee, not roasted, not decaffeinated",2010
"5315","Romania:ROU","Hungary:HUN",2374,261,"ROU","HUN","Coffee, not roasted, not decaffeinated",2010
"5316","Romania:ROU","Italy:ITA",27856,6033,"ROU","ITA","Coffee, not roasted, not decaffeinated",2010
"5317","Romania:ROU","Saint Vincent and the Grenadines:VCT",141,18,"ROU","VCT","Coffee, not roasted, not decaffeinated",2010
"5318","Romania:ROU","Slovakia:SVK",15,3,"ROU","SVK","Coffee, not roasted, not decaffeinated",2010
"5319","Romania:ROU","USA:USA",11469,3823,"ROU","USA","Coffee, not roasted, not decaffeinated",2010
"5320","Romania:ROU","Areas, nes:",1178,79,"ROU","","Coffee, not roasted, not decaffeinated",2010
"5321","Romania:ROU","Areas, nes:",29,2,"ROU","","Coffee, not roasted, decaffeinated",2010
"5322","Romania:ROU","Italy:ITA",15710,6290,"ROU","ITA","Coffee, not roasted, not decaffeinated",2005
"5323","Romania:ROU","Switzerland:CHE",36204,18000,"ROU","CHE","Coffee, not roasted, not decaffeinated",2005
"5324","Russian Federation:RUS","Azerbaijan:AZE",1628,70,"RUS","AZE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5325","Russian Federation:RUS","Belgium:BEL",119040,38400,"RUS","BEL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5326","Russian Federation:RUS","Belarus:BLR",229804,48068,"RUS","BLR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5327","Russian Federation:RUS","Finland:FIN",74485,17250,"RUS","FIN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5328","Russian Federation:RUS","Germany:DEU",538025,161400,"RUS","DEU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5329","Russian Federation:RUS","Kazakhstan:KAZ",19787,1968,"RUS","KAZ","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5330","Russian Federation:RUS","Kyrgyzstan:KGZ",22175,4579,"RUS","KGZ","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5331","Russian Federation:RUS","Mongolia:MNG",498,30,"RUS","MNG","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5332","Russian Federation:RUS","Spain:ESP",97016,37200,"RUS","ESP","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5333","Russian Federation:RUS","Ukraine:UKR",10209,2393,"RUS","UKR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5334","Russian Federation:RUS","USA:USA",1103,39,"RUS","USA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5335","Russian Federation:RUS","Belarus:BLR",42031,9838,"RUS","BLR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"5336","Russian Federation:RUS","Kazakhstan:KAZ",2753,558,"RUS","KAZ","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"5337","Russian Federation:RUS","Ukraine:UKR",38,5,"RUS","UKR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"5338","Russian Federation:RUS","Germany:DEU",80084,31542,"RUS","DEU","Coffee, not roasted, not decaffeinated",2010
"5339","Russian Federation:RUS","USA:USA",19378,19200,"RUS","USA","Coffee, not roasted, not decaffeinated",2005
"5340","Russian Federation:RUS","Areas, nes:",230,1,"RUS","","Coffee, not roasted, not decaffeinated",2005
"5341","Rwanda:RWA","Australia:AUS",1080109,324039,"RWA","AUS","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5342","Rwanda:RWA","Belgium:BEL",10806382,3241979,"RWA","BEL","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5343","Rwanda:RWA","Canada:CAN",74784,22436,"RWA","CAN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5344","Rwanda:RWA","China:CHN",186032,55811,"RWA","CHN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5345","Rwanda:RWA","Denmark:DNK",39444,11833,"RWA","DNK","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5346","Rwanda:RWA","Finland:FIN",477528,143261,"RWA","FIN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5347","Rwanda:RWA","Germany:DEU",2531698,759525,"RWA","DEU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5348","Rwanda:RWA","Italy:ITA",325175,97554,"RWA","ITA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5349","Rwanda:RWA","Japan:JPN",1349061,404726,"RWA","JPN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5350","Rwanda:RWA","Kenya:KEN",1708328,512509,"RWA","KEN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5351","Rwanda:RWA","Dem. People's Rep. of Korea:PRK",82843,24853,"RWA","PRK","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5352","Rwanda:RWA","Rep. of Korea:KOR",461792,138540,"RWA","KOR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5353","Rwanda:RWA","Latvia:LVA",353105,105934,"RWA","LVA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5354","Rwanda:RWA","Netherlands:NLD",184019,55207,"RWA","NLD","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5355","Rwanda:RWA","Norway:NOR",521351,156408,"RWA","NOR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5356","Rwanda:RWA","Romania:ROU",113701,34111,"RWA","ROU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5357","Rwanda:RWA","Saudi Arabia:SAU",82364,24710,"RWA","SAU","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5358","Rwanda:RWA","Singapore:SGP",4541427,1362455,"RWA","SGP","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5359","Rwanda:RWA","South Africa:ZAF",730966,219294,"RWA","ZAF","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5360","Rwanda:RWA","Switzerland:CHE",21924759,6577559,"RWA","CHE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5361","Rwanda:RWA","Togo:TGO",742,223,"RWA","TGO","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5362","Rwanda:RWA","United Arab Emirates:ARE",18945,5684,"RWA","ARE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5363","Rwanda:RWA","Turkey:TUR",88267,26481,"RWA","TUR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5364","Rwanda:RWA","Uganda:UGA",19056,5717,"RWA","UGA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5365","Rwanda:RWA","United Kingdom:GBR",4740922,1422305,"RWA","GBR","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5366","Rwanda:RWA","USA:USA",9716003,2914859,"RWA","USA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5367","Rwanda:RWA","Australia:AUS",62106,8880,"RWA","AUS","Coffee, not roasted, not decaffeinated",2010
"5368","Rwanda:RWA","Belgium:BEL",15848217,5487380,"RWA","BEL","Coffee, not roasted, not decaffeinated",2010
"5369","Rwanda:RWA","China:CHN",42585,19200,"RWA","CHN","Coffee, not roasted, not decaffeinated",2010
"5370","Rwanda:RWA","France:FRA",5390,649,"RWA","FRA","Coffee, not roasted, not decaffeinated",2010
"5371","Rwanda:RWA","Germany:DEU",2085118,648285,"RWA","DEU","Coffee, not roasted, not decaffeinated",2010
"5372","Rwanda:RWA","Greece:GRC",4385,704,"RWA","GRC","Coffee, not roasted, not decaffeinated",2010
"5373","Rwanda:RWA","Italy:ITA",905471,310080,"RWA","ITA","Coffee, not roasted, not decaffeinated",2010
"5374","Rwanda:RWA","Japan:JPN",637173,91097,"RWA","JPN","Coffee, not roasted, not decaffeinated",2010
"5375","Rwanda:RWA","Kenya:KEN",219414,38400,"RWA","KEN","Coffee, not roasted, not decaffeinated",2010
"5376","Rwanda:RWA","Netherlands:NLD",178108,38400,"RWA","NLD","Coffee, not roasted, not decaffeinated",2010
"5377","Rwanda:RWA","Norway:NOR",109808,13020,"RWA","NOR","Coffee, not roasted, not decaffeinated",2010
"5378","Rwanda:RWA","Poland:POL",78069,19200,"RWA","POL","Coffee, not roasted, not decaffeinated",2010
"5379","Rwanda:RWA","Russian Federation:RUS",272462,76800,"RWA","RUS","Coffee, not roasted, not decaffeinated",2010
"5380","Rwanda:RWA","South Africa:ZAF",209872,56400,"RWA","ZAF","Coffee, not roasted, not decaffeinated",2010
"5381","Rwanda:RWA","Swaziland:SWZ",1051222,420160,"RWA","SWZ","Coffee, not roasted, not decaffeinated",2010
"5382","Rwanda:RWA","Switzerland:CHE",27063244,8453587,"RWA","CHE","Coffee, not roasted, not decaffeinated",2010
"5383","Rwanda:RWA","Uganda:UGA",77608,19200,"RWA","UGA","Coffee, not roasted, not decaffeinated",2010
"5384","Rwanda:RWA","United Kingdom:GBR",1697604,451113,"RWA","GBR","Coffee, not roasted, not decaffeinated",2010
"5385","Rwanda:RWA","USA:USA",3891483,1076768,"RWA","USA","Coffee, not roasted, not decaffeinated",2010
"5386","Rwanda:RWA","USA:USA",1250249,346079,"RWA","USA","Coffee, not roasted, decaffeinated",2010
"5387","Rwanda:RWA","Belgium:BEL",8258222,4080736,"RWA","BEL","Coffee, not roasted, not decaffeinated",2005
"5388","Rwanda:RWA","Canada:CAN",66745,22800,"RWA","CAN","Coffee, not roasted, not decaffeinated",2005
"5389","Rwanda:RWA","Finland:FIN",39731,18000,"RWA","FIN","Coffee, not roasted, not decaffeinated",2005
"5390","Rwanda:RWA","France:FRA",211644,75920,"RWA","FRA","Coffee, not roasted, not decaffeinated",2005
"5391","Rwanda:RWA","Germany:DEU",2030855,1005600,"RWA","DEU","Coffee, not roasted, not decaffeinated",2005
"5392","Rwanda:RWA","Israel:ISR",24910,19200,"RWA","ISR","Coffee, not roasted, not decaffeinated",2005
"5393","Rwanda:RWA","Kenya:KEN",292053,90300,"RWA","KEN","Coffee, not roasted, not decaffeinated",2005
"5394","Rwanda:RWA","Netherlands:NLD",56333,17400,"RWA","NLD","Coffee, not roasted, not decaffeinated",2005
"5395","Rwanda:RWA","Saudi Arabia:SAU",32,5,"RWA","SAU","Coffee, not roasted, not decaffeinated",2005
"5396","Rwanda:RWA","Swaziland:SWZ",605358,277200,"RWA","SWZ","Coffee, not roasted, not decaffeinated",2005
"5397","Rwanda:RWA","Switzerland:CHE",10142134,5195855,"RWA","CHE","Coffee, not roasted, not decaffeinated",2005
"5398","Rwanda:RWA","United Kingdom:GBR",14391271,7469820,"RWA","GBR","Coffee, not roasted, not decaffeinated",2005
"5399","Rwanda:RWA","United Rep. of Tanzania:TZA",13577,21600,"RWA","TZA","Coffee, not roasted, not decaffeinated",2005
"5400","Rwanda:RWA","USA:USA",1044061,335466,"RWA","USA","Coffee, not roasted, not decaffeinated",2005
"5401","Rwanda:RWA","Japan:JPN",8280,500,"RWA","JPN","Coffee, not roasted, decaffeinated",2005
"5402","Rwanda:RWA","Netherlands:NLD",50,12,"RWA","NLD","Coffee, not roasted, decaffeinated",2005
"5403","Rwanda:RWA","United Arab Emirates:ARE",2879,500,"RWA","ARE","Coffee, not roasted, decaffeinated",2005
"5404","Rwanda:RWA","USA:USA",55226,18000,"RWA","USA","Coffee, not roasted, decaffeinated",2005
"5405","Saint Kitts and Nevis:KNA","USA:USA",130,145,"KNA","USA","Coffee, not roasted, not decaffeinated",2005
"5406","Saint Lucia:LCA","Canada:CAN",86,6,"LCA","CAN","Coffee, not roasted, not decaffeinated",2010
"5407","Saint Lucia:LCA","USA:USA",743,150,"LCA","USA","Coffee, not roasted, not decaffeinated",2010
"5408","Saint Lucia:LCA","Barbados:BRB",111,27,"LCA","BRB","Coffee, not roasted, decaffeinated",2010
"5409","Saint Vincent and the Grenadines:VCT","Antigua and Barbuda:ATG",280,25,"VCT","ATG","Coffee, not roasted, decaffeinated",2015
"5410","Sao Tome and Principe:STP","Other Asia, nes:",1812,1000,"STP","","Coffee, not roasted, decaffeinated",2015
"5411","Saudi Arabia:SAU","Greece:GRC",94400,18000,"SAU","GRC","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5412","Saudi Arabia:SAU","Qatar:QAT",338667,100000,"SAU","QAT","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5413","Saudi Arabia:SAU","United Arab Emirates:ARE",397600,93000,"SAU","ARE","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5414","Saudi Arabia:SAU","Egypt:EGY",71467,20000,"SAU","EGY","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5415","Saudi Arabia:SAU","Yemen:YEM",921068,909000,"SAU","YEM","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5416","Saudi Arabia:SAU","Qatar:QAT",1124001,474000,"SAU","QAT","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Decaffeinated",2015
"5417","Saudi Arabia:SAU","Qatar:QAT",218934,66000,"SAU","QAT","Coffee, not roasted, not decaffeinated",2010
"5418","Saudi Arabia:SAU","Yemen:YEM",1644802,1310000,"SAU","YEM","Coffee, not roasted, not decaffeinated",2010
"5419","Saudi Arabia:SAU","Djibouti:DJI",32296,39000,"SAU","DJI","Coffee, not roasted, not decaffeinated",2005
"5420","Saudi Arabia:SAU","Jordan:JOR",170022,170000,"SAU","JOR","Coffee, not roasted, not decaffeinated",2005
"5421","Saudi Arabia:SAU","Kuwait:KWT",137459,59000,"SAU","KWT","Coffee, not roasted, not decaffeinated",2005
"5422","Saudi Arabia:SAU","Qatar:QAT",30962,17000,"SAU","QAT","Coffee, not roasted, not decaffeinated",2005
"5423","Saudi Arabia:SAU","Jordan:JOR",128117,98000,"SAU","JOR","Coffee, not roasted, decaffeinated",2005
"5424","Senegal:SEN","Canada:CAN",150,38,"SEN","CAN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5425","Senegal:SEN","Cabo Verde:CPV",761,1330,"SEN","CPV","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5426","Senegal:SEN","Italy:ITA",5813,1235,"SEN","ITA","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
"5427","Senegal:SEN","Japan:JPN",127,100,"SEN","JPN","Coffee, tea, maté and spices // Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion. // - Coffee, not roasted : // -- Not decaffeinated",2015
